node_code;node_type;wlan_code;destination_id;x(m);y(m);z(m);primary_channel;min_channel_allowed;max_channel_allowed;cw;cw_stage;tpc_min(dBm);tpc_default(dBm);tpc_max(dBm);cca_min(dBm);cca_default(dBm);cca_max(dBm);tx_antenna_gain;rx_antenna_gain;channel_bonding_model;modulation_default;central_freq (GHz);lambda;ieee_protocol;traffic_load[pkt/s]
AP_A;0;A;-1;50;50;0;7;0;7;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;2;0;5.0;10000.0;1;14080.0
STA_A1;1;A;-1;46.021;52.1969;0;7;0;7;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;2;0;5.0;10000.0;1;14080.0
AP_B;0;B;-1;14.6149;72.9973;0;6;6;7;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;2;0;5.0;10000.0;1;3600.0579168417294
STA_B1;1;B;-1;12.1002;76.4044;0;6;6;7;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;2;0;5.0;10000.0;1;3600.0579168417294
AP_C;0;C;-1;0.532;14.0842;0;3;3;3;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;2;0;5.0;10000.0;1;14858.532310538016
STA_C1;1;C;-1;-0.5781;9.3442;0;3;3;3;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;2;0;5.0;10000.0;1;14858.532310538016
AP_D;0;D;-1;95.7315;32.7608;0;7;7;7;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;0;0;5.0;10000.0;1;5730.72631175913
STA_D1;1;D;-1;100.5612;31.67;0;7;7;7;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;0;0;5.0;10000.0;1;5730.72631175913
AP_E;0;E;-1;68.6469;8.9786;0;7;7;7;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;4;0;5.0;10000.0;1;2912.7306721323143
STA_E1;1;E;-1;66.5924;13.0984;0;7;7;7;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;4;0;5.0;10000.0;1;2912.7306721323143
AP_F;0;F;-1;51.3455;82.4499;0;3;3;3;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;0;0;5.0;10000.0;1;5051.957770895329
STA_F1;1;F;-1;55.2974;82.7866;0;3;3;3;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;0;0;5.0;10000.0;1;5051.957770895329
AP_G;0;G;-1;29.6047;99.5773;0;1;0;7;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;6;0;5.0;10000.0;1;10403.218709679388
STA_G1;1;G;-1;31.6276;97.9897;0;1;0;7;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;6;0;5.0;10000.0;1;10403.218709679388
AP_H;0;H;-1;85.304;4.4129;0;1;1;1;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;6;0;5.0;10000.0;1;4703.461666979743
STA_H1;1;H;-1;81.9848;4.6531;0;1;1;1;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;6;0;5.0;10000.0;1;4703.461666979743
AP_I;0;I;-1;37.6227;14.56;0;0;0;3;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;2;0;5.0;10000.0;1;8064.060436661577
STA_I1;1;I;-1;35.4475;13.9321;0;0;0;3;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;2;0;5.0;10000.0;1;8064.060436661577
AP_J;0;J;-1;64.707;57.305;0;1;0;3;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;2;0;5.0;10000.0;1;2451.692289229937
STA_J1;1;J;-1;67.5225;54.0234;0;1;0;3;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;2;0;5.0;10000.0;1;2451.692289229937
AP_K;0;K;-1;98.0873;3.8926;0;4;4;5;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;0;0;5.0;10000.0;1;13826.06609462109
STA_K1;1;K;-1;100.3717;0.4217;0;4;4;5;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;0;0;5.0;10000.0;1;13826.06609462109
AP_L;0;L;-1;46.3345;99.222;0;6;6;7;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;6;0;5.0;10000.0;1;232.14841344268092
STA_L1;1;L;-1;45.9822;94.7395;0;6;6;7;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;6;0;5.0;10000.0;1;232.14841344268092
AP_M;0;M;-1;98.332;55.1668;0;0;0;7;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;6;0;5.0;10000.0;1;2715.9865196998885
STA_M1;1;M;-1;99.9572;51.2745;0;0;0;7;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;6;0;5.0;10000.0;1;2715.9865196998885
AP_N;0;N;-1;93.749;22.5904;0;5;4;5;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;2;0;5.0;10000.0;1;12469.15759291998
STA_N1;1;N;-1;93.3437;26.7159;0;5;4;5;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;2;0;5.0;10000.0;1;12469.15759291998
AP_O;0;O;-1;77.4311;36.8173;0;2;0;7;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;0;0;5.0;10000.0;1;9434.534283872705
STA_O1;1;O;-1;80.0138;40.6282;0;2;0;7;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;0;0;5.0;10000.0;1;9434.534283872705
AP_P;0;P;-1;83.5856;73.2577;0;1;0;3;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;0;0;5.0;10000.0;1;5543.035272204794
STA_P1;1;P;-1;87.6427;72.5958;0;1;0;3;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;0;0;5.0;10000.0;1;5543.035272204794
AP_Q;0;Q;-1;46.9527;68.897;0;1;1;1;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;6;0;5.0;10000.0;1;1495.164088665917
STA_Q1;1;Q;-1;42.8036;69.9549;0;1;1;1;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;6;0;5.0;10000.0;1;1495.164088665917
AP_R;0;R;-1;45.8667;4.7819;0;7;6;7;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;4;0;5.0;10000.0;1;5130.793894606455
STA_R1;1;R;-1;48.2639;7.1811;0;7;6;7;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;4;0;5.0;10000.0;1;5130.793894606455
AP_S;0;S;-1;16.9499;98.2856;0;3;0;3;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;2;0;5.0;10000.0;1;11787.222910169161
STA_S1;1;S;-1;17.4703;94.176;0;3;0;3;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;2;0;5.0;10000.0;1;11787.222910169161
AP_T;0;T;-1;15.6716;52.5401;0;4;4;7;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;0;0;5.0;10000.0;1;12011.554646944363
STA_T1;1;T;-1;12.1172;54.579;0;4;4;7;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;0;0;5.0;10000.0;1;12011.554646944363
AP_U;0;U;-1;94.6039;43.2166;0;1;0;7;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;4;0;5.0;10000.0;1;13786.578245991477
STA_U1;1;U;-1;90.7092;40.3687;0;1;0;7;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;4;0;5.0;10000.0;1;13786.578245991477
AP_W;0;W;-1;30.6492;64.2629;0;1;0;1;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;2;0;5.0;10000.0;1;4825.4041316254525
STA_W1;1;W;-1;31.3755;62.1757;0;1;0;1;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;2;0;5.0;10000.0;1;4825.4041316254525
AP_X;0;X;-1;25.6206;28.4225;0;4;0;7;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;2;0;5.0;10000.0;1;1227.5107665696055
STA_X1;1;X;-1;28.0306;30.905;0;4;0;7;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;2;0;5.0;10000.0;1;1227.5107665696055
AP_Y;0;Y;-1;11.6106;13.6183;0;7;4;7;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;0;0;5.0;10000.0;1;9143.590436562507
STA_Y1;1;Y;-1;10.1031;17.267;0;7;4;7;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;0;0;5.0;10000.0;1;9143.590436562507
AP_Z;0;Z;-1;61.3922;21.5897;0;2;2;3;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;6;0;5.0;10000.0;1;13060.014649093577
STA_Z1;1;Z;-1;63.5713;21.942;0;2;2;3;16;5;15.0;15.0;15.0;-82.0;-82.0;-82.0;0.0;0.0;6;0;5.0;10000.0;1;13060.014649093577
